HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,Year,FTR1,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Sunderland,Portsmouth,13-01-2008,2,0,H,2008,D,0.772727273,1.545454545,L,W,L,W,L,D,-0.909090909,0.5,0,9
Birmingham,Chelsea,19-01-2008,0,1,NH,2008,A,0.863636364,2,L,D,W,W,W,D,-0.454545455,0.772727273,-0.227272727,16
Blackburn,Middlesbrough,19-01-2008,1,1,NH,2008,H,1.565217391,0.913043478,W,W,W,D,L,W,0.043478261,-0.739130435,0.260869565,-2
Fulham,Arsenal,19-01-2008,0,3,NH,2008,H,0.652173913,2.217391304,L,L,D,D,W,W,-0.695652174,1.130434783,-0.391304348,14
Newcastle,Bolton,19-01-2008,0,0,NH,2008,D,1.130434783,0.869565217,L,L,L,L,W,L,-0.52173913,-0.434782609,-0.217391304,6
Portsmouth,Derby,19-01-2008,3,1,H,2008,A,1.47826087,0.304347826,L,W,L,L,L,L,0.391304348,-1.608695652,0.130434783,-9
Reading,Man United,19-01-2008,0,2,NH,2008,H,0.956521739,2.217391304,L,L,L,W,W,L,-0.739130435,1.434782609,-0.347826087,7
Tottenham,Sunderland,19-01-2008,2,0,H,2008,H,1.043478261,0.869565217,L,L,W,W,L,W,0.086956522,-0.782608696,0,-13
Man City,West Ham,20-01-2008,1,1,NH,2008,A,1.695652174,1.434782609,L,W,D,D,W,L,0.260869565,0.304347826,-0.086956522,-1
Wigan,Everton,20-01-2008,1,2,NH,2008,D,0.869565217,1.695652174,W,D,L,W,W,L,-0.652173913,0.695652174,-0.043478261,12
Liverpool,Aston Villa,21-01-2008,2,2,NH,2008,A,1.739130435,1.695652174,D,D,D,W,W,W,0.913043478,0.52173913,-0.173913043,-8
Aston Villa,Blackburn,26-01-2008,1,1,NH,2008,D,1.695652174,1.565217391,W,W,W,W,W,W,0.52173913,0.043478261,0.043478261,1
Arsenal,Newcastle,29-01-2008,3,0,H,2008,D,2.25,1.125,W,D,W,D,L,L,1.208333333,-0.5,0.416666667,-9
Bolton,Fulham,29-01-2008,0,0,NH,2008,H,0.875,0.625,D,L,W,L,L,L,-0.416666667,-0.791666667,0.125,-11
Middlesbrough,Wigan,29-01-2008,1,0,H,2008,D,0.916666667,0.833333333,D,D,L,L,W,D,-0.708333333,-0.666666667,-0.083333333,-6
Sunderland,Birmingham,29-01-2008,2,0,H,2008,D,0.833333333,0.833333333,L,W,L,L,D,L,-0.833333333,-0.458333333,0.041666667,0
Chelsea,Reading,30-01-2008,1,0,H,2008,D,2.083333333,0.916666667,W,W,W,L,L,L,0.833333333,-0.791666667,0.5,-6
Derby,Man City,30-01-2008,1,1,NH,2008,A,0.291666667,1.666666667,L,L,L,D,L,W,-1.625,0.25,-0.25,4
Everton,Tottenham,30-01-2008,0,0,NH,2008,H,1.75,1.125,W,W,W,W,L,L,0.708333333,0.166666667,0.125,1
Man United,Portsmouth,30-01-2008,2,0,H,2008,H,2.25,1.541666667,W,W,W,W,L,W,1.458333333,0.458333333,0.208333333,-8
West Ham,Liverpool,30-01-2008,1,0,H,2008,H,1.5,1.666666667,W,D,W,L,D,D,0.333333333,0.833333333,0.25,12
Birmingham,Derby,02-02-2008,1,1,NH,2008,D,0.833333333,0.291666667,L,D,L,L,L,L,-0.458333333,-1.625,0.208333333,0
Blackburn,Everton,02-02-2008,0,0,NH,2008,H,1.52,1.72,D,D,W,D,W,W,0.04,0.68,0.04,4
Liverpool,Sunderland,02-02-2008,3,0,H,2008,D,1.72,0.92,W,L,D,W,L,W,0.92,-0.72,-0.12,-15
Man City,Arsenal,02-02-2008,1,3,NH,2008,H,1.64,2.28,D,D,L,W,W,D,0.24,1.28,-0.28,10
Portsmouth,Chelsea,02-02-2008,1,1,NH,2008,A,1.48,2.12,L,W,L,W,W,W,0.36,0.84,-0.36,7
Reading,Bolton,02-02-2008,0,2,NH,2008,D,0.88,0.88,L,L,L,D,D,L,-0.8,-0.4,-0.2,1
Tottenham,Man United,02-02-2008,1,1,NH,2008,A,1.12,2.28,D,W,L,W,W,W,0.16,1.48,-0.2,4
Wigan,West Ham,02-02-2008,1,0,H,2008,A,0.8,1.44,L,L,W,L,W,D,-0.68,0.28,-0.12,3
Fulham,Aston Villa,03-02-2008,2,1,H,2008,H,0.64,1.64,D,L,L,D,D,W,-0.76,0.48,-0.36,7
Newcastle,Middlesbrough,03-02-2008,1,1,NH,2008,A,1.08,1,L,D,L,W,D,D,-0.6,-0.64,-0.28,1
Aston Villa,Newcastle,09-02-2008,4,1,H,2008,H,1.64,1.08,D,D,W,L,D,L,0.48,-0.6,0.4,-2
Bolton,Portsmouth,09-02-2008,0,1,NH,2008,H,0.961538462,1.461538462,W,D,D,D,L,W,-0.307692308,0.346153846,0.038461538,-2
Derby,Tottenham,09-02-2008,0,3,NH,2008,H,0.346153846,1.115384615,D,D,L,D,D,W,-1.5,0.153846154,-0.115384615,13
Everton,Reading,09-02-2008,1,0,H,2008,D,1.692307692,0.846153846,D,D,W,L,L,L,0.653846154,-0.846153846,0.423076923,-2
Middlesbrough,Fulham,09-02-2008,1,0,H,2008,D,1,0.730769231,D,W,D,W,D,L,-0.615384615,-0.692307692,0.076923077,-6
Sunderland,Wigan,09-02-2008,2,0,H,2008,D,0.884615385,0.884615385,L,W,L,W,L,L,-0.807692308,-0.615384615,-0.038461538,0
West Ham,Birmingham,09-02-2008,1,1,NH,2008,H,1.423076923,0.807692308,D,L,W,D,L,L,0.269230769,-0.5,0.230769231,-3
Chelsea,Liverpool,10-02-2008,0,0,NH,2008,D,2.076923077,1.692307692,D,W,W,D,W,L,0.807692308,0.884615385,0.269230769,-1
Man United,Man City,10-02-2008,1,2,NH,2008,D,2.230769231,1.576923077,D,W,W,L,D,D,1.423076923,0.153846154,0.307692308,-13
Arsenal,Blackburn,11-02-2008,2,0,H,2008,H,2.307692308,1.5,W,W,W,D,D,D,1.307692308,0.038461538,0.153846154,-6
Birmingham,Arsenal,23-02-2008,2,2,NH,2008,D,0.807692308,2.307692308,D,L,L,W,W,W,-0.5,1.307692308,-0.423076923,14
Fulham,West Ham,23-02-2008,0,1,NH,2008,A,0.703703704,1.481481481,L,W,D,W,D,L,-0.703703704,0.296296296,-0.148148148,3
Liverpool,Middlesbrough,23-02-2008,3,2,H,2008,H,1.740740741,1.074074074,W,D,W,W,D,W,0.888888889,-0.555555556,-0.037037037,-9
Newcastle,Man United,23-02-2008,1,5,NH,2008,D,1.037037037,2.148148148,L,D,L,L,D,W,-0.666666667,1.333333333,-0.296296296,12
Portsmouth,Sunderland,23-02-2008,1,0,H,2008,H,1.518518519,0.962962963,W,D,L,W,L,W,0.37037037,-0.703703704,-0.074074074,-9
Wigan,Derby,23-02-2008,2,0,H,2008,D,0.851851852,0.333333333,L,W,L,L,D,D,-0.666666667,-1.555555556,0.148148148,0
Blackburn,Bolton,24-02-2008,4,1,H,2008,A,1.444444444,0.925925926,L,D,D,L,W,D,-0.037037037,-0.333333333,0.037037037,3
Reading,Aston Villa,24-02-2008,1,2,NH,2008,D,0.814814815,1.62962963,L,L,L,W,L,D,-0.851851852,0.518518519,-0.296296296,-3
Man City,Everton,25-02-2008,0,2,NH,2008,H,1.62962963,1.740740741,W,L,D,W,D,D,0.185185185,0.666666667,-0.222222222,8
Arsenal,Aston Villa,01-03-2008,1,1,NH,2008,H,2.333333333,1.62962963,W,W,W,W,L,D,1.333333333,0.518518519,0.185185185,-7
Birmingham,Tottenham,01-03-2008,4,1,H,2008,H,0.814814815,1.185185185,D,D,L,W,D,D,-0.481481481,0.259259259,-0.185185185,13
Derby,Sunderland,01-03-2008,0,0,NH,2008,A,0.321428571,0.928571429,L,L,D,L,W,L,-1.571428571,-0.714285714,-0.142857143,0
Fulham,Man United,01-03-2008,0,3,NH,2008,A,0.678571429,2.178571429,L,L,W,W,L,D,-0.714285714,1.428571429,-0.214285714,17
Man City,Wigan,01-03-2008,0,0,NH,2008,A,1.571428571,0.928571429,L,W,L,W,L,W,0.107142857,-0.571428571,-0.035714286,-4
Middlesbrough,Reading,01-03-2008,0,1,NH,2008,H,1.035714286,0.785714286,L,W,D,L,L,L,-0.571428571,-0.857142857,0.285714286,4
Newcastle,Blackburn,01-03-2008,0,1,NH,2008,H,1,1.5,L,L,D,W,L,D,-0.785714286,0.071428571,-0.142857143,3
West Ham,Chelsea,01-03-2008,0,4,NH,2008,D,1.428571429,2.071428571,L,W,D,W,D,D,0.142857143,0.892857143,-0.142857143,13
Bolton,Liverpool,02-03-2008,1,3,NH,2008,H,0.892857143,1.785714286,L,L,W,W,W,D,-0.428571429,0.928571429,-0.178571429,4
Everton,Portsmouth,02-03-2008,3,1,H,2008,D,1.785714286,1.571428571,W,W,D,W,W,D,0.714285714,0.392857143,0.035714286,-3
Liverpool,West Ham,05-03-2008,4,0,H,2008,D,1.785714286,1.428571429,W,W,D,L,W,D,0.928571429,0.142857143,0.107142857,-12
Blackburn,Fulham,08-03-2008,1,1,NH,2008,H,1.5,0.678571429,W,L,D,L,L,W,0.071428571,-0.714285714,0.071428571,-8
Liverpool,Newcastle,08-03-2008,3,0,H,2008,A,1.827586207,0.965517241,W,W,W,L,L,L,1.034482759,-0.793103448,0.413793103,-10
Reading,Man City,08-03-2008,2,0,H,2008,D,0.862068966,1.551724138,W,L,L,D,L,W,-0.793103448,0.103448276,-0.068965517,-6
Sunderland,Everton,09-03-2008,0,1,NH,2008,H,0.931034483,1.827586207,D,L,W,W,W,W,-0.689655172,0.75862069,-0.137931034,12
Tottenham,West Ham,09-03-2008,4,0,H,2008,D,1.206896552,1.379310345,W,L,W,L,L,W,0.275862069,0,0.137931034,-10
Wigan,Arsenal,09-03-2008,0,0,NH,2008,A,0.931034483,2.24137931,D,W,L,D,D,W,-0.551724138,1.24137931,-0.137931034,14
Aston Villa,Middlesbrough,12-03-2008,1,1,NH,2008,H,1.655172414,1,D,W,W,L,L,W,0.517241379,-0.586206897,0.034482759,-1
Chelsea,Derby,12-03-2008,6,1,H,2008,D,2.103448276,0.344827586,W,W,D,D,L,L,1.034482759,-1.517241379,0.275862069,-16
Portsmouth,Birmingham,12-03-2008,4,2,H,2008,A,1.517241379,0.896551724,L,W,W,W,D,D,0.310344828,-0.344827586,0.034482759,-9
Arsenal,Middlesbrough,15-03-2008,1,1,NH,2008,A,2.24137931,1,D,D,W,L,L,W,1.24137931,-0.586206897,0.137931034,-8
Derby,Man United,15-03-2008,0,1,NH,2008,H,0.344827586,2.206896552,D,L,L,W,W,L,-1.517241379,1.482758621,-0.24137931,17
Liverpool,Reading,15-03-2008,2,1,H,2008,A,1.866666667,0.933333333,W,W,W,W,W,L,1.1,-0.7,0.233333333,-5
Portsmouth,Aston Villa,15-03-2008,2,0,H,2008,H,1.566666667,1.633333333,W,L,W,D,D,W,0.366666667,0.5,0.066666667,-2
Sunderland,Chelsea,15-03-2008,0,1,NH,2008,H,0.9,2.133333333,L,D,L,W,W,W,-0.7,1.033333333,-0.233333333,16
West Ham,Blackburn,15-03-2008,2,1,H,2008,A,1.333333333,1.533333333,L,L,L,D,W,W,-0.133333333,0.1,-0.133333333,5
Fulham,Everton,16-03-2008,1,0,H,2008,D,0.666666667,1.866666667,D,L,L,W,W,W,-0.766666667,0.766666667,-0.3,12
Man City,Tottenham,16-03-2008,2,1,H,2008,D,1.5,1.166666667,L,D,L,L,W,L,0.033333333,0.233333333,-0.1,9
Wigan,Bolton,16-03-2008,1,0,H,2008,H,0.933333333,0.833333333,D,D,W,L,L,L,-0.533333333,-0.5,0.166666667,11
Birmingham,Newcastle,17-03-2008,1,1,NH,2008,D,0.866666667,0.933333333,L,W,D,L,L,L,-0.4,-0.866666667,0.166666667,5
Man United,Bolton,19-03-2008,2,0,H,2008,H,2.233333333,0.833333333,W,W,W,L,L,L,1.466666667,-0.5,0.233333333,-6
Tottenham,Chelsea,19-03-2008,4,4,NH,2008,H,1.166666667,2.133333333,L,W,L,W,W,W,0.233333333,1.033333333,-0.133333333,3
Aston Villa,Sunderland,22-03-2008,0,1,NH,2008,H,1.580645161,0.870967742,L,D,D,L,L,D,0.419354839,-0.709677419,0.129032258,-7
Blackburn,Wigan,22-03-2008,3,1,H,2008,A,1.483870968,1,L,D,W,W,D,D,0.064516129,-0.483870968,-0.032258065,-8
Bolton,Man City,22-03-2008,0,0,NH,2008,A,0.806451613,1.548387097,L,L,L,W,L,D,-0.548387097,0.064516129,-0.225806452,-7
Everton,West Ham,22-03-2008,1,1,NH,2008,A,1.806451613,1.387096774,L,W,W,W,L,L,0.709677419,-0.096774194,0.193548387,-9
Middlesbrough,Derby,22-03-2008,1,0,H,2008,H,1,0.322580645,D,D,L,L,L,D,-0.548387097,-1.612903226,0.129032258,-6
Newcastle,Fulham,22-03-2008,2,0,H,2008,A,0.935483871,0.741935484,D,L,L,W,D,L,-0.838709677,-0.709677419,-0.096774194,-5
Reading,Birmingham,22-03-2008,2,1,H,2008,H,0.903225806,0.870967742,L,W,W,D,L,W,-0.709677419,-0.387096774,0,-10
Tottenham,Portsmouth,22-03-2008,2,0,H,2008,D,1.161290323,1.612903226,D,L,W,W,W,L,0.225806452,0.419354839,-0.161290323,-4
Chelsea,Arsenal,23-03-2008,2,1,H,2008,A,2.096774194,2.161290323,D,W,W,D,D,D,1,1.161290323,0.129032258,-2
Man United,Liverpool,23-03-2008,3,0,H,2008,H,2.258064516,1.903225806,W,W,W,W,W,W,1.483870968,1.096774194,-0.096774194,-2
Birmingham,Man City,29-03-2008,3,1,H,2008,A,0.84375,1.53125,L,D,L,D,W,L,-0.40625,0.0625,0,4
Bolton,Arsenal,29-03-2008,2,3,NH,2008,H,0.8125,2.09375,D,L,L,L,D,D,-0.53125,1.09375,-0.09375,3
Derby,Fulham,29-03-2008,2,2,NH,2008,D,0.3125,0.71875,L,L,L,L,W,D,-1.59375,-0.75,-0.09375,0
Man United,Aston Villa,29-03-2008,4,0,H,2008,D,2.28125,1.53125,W,W,W,L,L,D,1.53125,0.375,0.3125,-10
Portsmouth,Wigan,29-03-2008,2,0,H,2008,H,1.5625,0.96875,L,W,W,L,W,D,0.34375,-0.53125,0.03125,-9
Reading,Blackburn,29-03-2008,0,0,NH,2008,H,0.96875,1.53125,W,L,W,W,L,D,-0.65625,0.125,-0.03125,-2
Sunderland,West Ham,29-03-2008,2,1,H,2008,A,0.9375,1.375,W,L,L,D,W,L,-0.65625,-0.09375,0,3
Chelsea,Middlesbrough,30-03-2008,1,0,H,2008,H,2.125,1.0625,W,D,W,W,D,D,1,-0.5,0.25,-10
Liverpool,Everton,30-03-2008,1,0,H,2008,A,1.84375,1.78125,L,W,W,D,L,W,0.96875,0.6875,0.0625,-3
Tottenham,Newcastle,30-03-2008,1,4,NH,2008,A,1.21875,1,W,D,L,W,D,L,0.28125,-0.75,0.09375,-8
Arsenal,Liverpool,05-04-2008,1,1,NH,2008,H,2.121212121,1.878787879,W,L,D,W,L,W,1.090909091,0.96969697,-0.181818182,1
Aston Villa,Bolton,05-04-2008,4,0,H,2008,H,1.484848485,0.787878788,L,L,L,L,D,L,0.242424242,-0.545454545,0.03030303,4
Blackburn,Tottenham,05-04-2008,1,1,NH,2008,H,1.515151515,1.181818182,D,W,L,L,W,D,0.121212121,0.181818182,0.03030303,5
Fulham,Sunderland,05-04-2008,1,3,NH,2008,A,0.727272727,1,D,L,W,W,W,L,-0.727272727,-0.606060606,-0.060606061,0
Man City,Chelsea,05-04-2008,0,2,NH,2008,H,1.484848485,2.151515152,L,D,W,W,W,D,0,1,-0.242424242,12
Newcastle,Reading,05-04-2008,3,0,H,2008,A,1.060606061,0.96969697,W,W,D,D,W,L,-0.636363636,-0.636363636,-0.090909091,5
Wigan,Birmingham,05-04-2008,2,0,H,2008,H,0.939393939,0.909090909,L,L,W,W,L,D,-0.575757576,-0.333333333,-0.060606061,0
Everton,Derby,06-04-2008,1,0,H,2008,H,1.727272727,0.333333333,L,D,L,D,L,L,0.636363636,-1.545454545,0.151515152,-12
Middlesbrough,Man United,06-04-2008,2,2,NH,2008,H,1.03030303,2.303030303,L,W,D,W,W,W,-0.515151515,1.606060606,-0.303030303,11
West Ham,Portsmouth,08-04-2008,0,1,NH,2008,A,1.333333333,1.606060606,L,D,W,W,L,W,-0.121212121,0.393939394,-0.151515152,6
Birmingham,Everton,12-04-2008,1,1,NH,2008,A,0.882352941,1.764705882,L,W,L,W,L,D,-0.382352941,0.647058824,-0.088235294,12
Bolton,West Ham,12-04-2008,1,0,H,2008,H,0.764705882,1.294117647,L,L,D,L,L,D,-0.647058824,-0.147058824,-0.088235294,-8
Derby,Aston Villa,12-04-2008,0,6,NH,2008,D,0.323529412,1.529411765,L,D,L,W,L,L,-1.529411765,0.352941176,-0.088235294,7
Portsmouth,Newcastle,12-04-2008,0,0,NH,2008,A,1.647058824,1.117647059,W,W,L,W,W,W,0.411764706,-0.529411765,0.058823529,-4
Reading,Fulham,12-04-2008,0,2,NH,2008,H,0.941176471,0.705882353,L,D,W,L,D,L,-0.705882353,-0.764705882,0.058823529,-10
Sunderland,Man City,12-04-2008,1,2,NH,2008,D,1.058823529,1.441176471,W,W,W,L,L,D,-0.529411765,-0.058823529,0.147058824,4
Tottenham,Middlesbrough,12-04-2008,1,1,NH,2008,H,1.176470588,1.029411765,D,L,W,D,L,W,0.176470588,-0.5,-0.029411765,-7
Liverpool,Blackburn,13-04-2008,3,1,H,2008,A,1.852941176,1.5,D,W,L,D,D,W,0.941176471,0.117647059,0.117647059,-7
Man United,Arsenal,13-04-2008,2,1,H,2008,H,2.264705882,2.088235294,D,W,W,D,W,L,1.558823529,1.058823529,0.205882353,-3
Chelsea,Wigan,14-04-2008,1,1,NH,2008,A,2.176470588,1,W,W,W,W,L,L,1.029411765,-0.5,0.176470588,-16
Everton,Chelsea,17-04-2008,0,1,NH,2008,D,1.742857143,2.142857143,D,W,L,D,W,W,0.628571429,1,-0.171428571,4
Arsenal,Reading,19-04-2008,2,0,H,2008,D,2.028571429,0.914285714,L,D,W,L,L,D,1,-0.742857143,0.028571429,-4
Blackburn,Man United,19-04-2008,1,1,NH,2008,A,1.457142857,2.285714286,L,D,D,W,D,W,0.057142857,1.542857143,-0.228571429,9
Fulham,Liverpool,19-04-2008,0,2,NH,2008,H,0.771428571,1.885714286,W,L,D,W,D,W,-0.685714286,0.971428571,-0.085714286,15
Middlesbrough,Bolton,19-04-2008,0,1,NH,2008,A,1.028571429,0.828571429,D,D,L,W,L,L,-0.485714286,-0.6,0.057142857,5
West Ham,Derby,19-04-2008,2,1,H,2008,A,1.257142857,0.314285714,L,L,L,L,L,D,-0.171428571,-1.657142857,0.085714286,-3
Wigan,Tottenham,19-04-2008,1,1,NH,2008,H,1,1.171428571,D,W,L,D,D,L,-0.485714286,0.171428571,0.028571429,13
Aston Villa,Birmingham,20-04-2008,5,1,H,2008,H,1.571428571,0.885714286,W,W,L,D,L,W,0.514285714,-0.371428571,0.028571429,-7
Man City,Portsmouth,20-04-2008,3,1,H,2008,H,1.485714286,1.628571429,W,L,L,D,W,W,-0.028571429,0.4,-0.085714286,5
Newcastle,Sunderland,20-04-2008,2,0,H,2008,A,1.114285714,1.028571429,D,W,W,L,W,W,-0.514285714,-0.542857143,0.057142857,-5
Birmingham,Liverpool,26-04-2008,2,2,NH,2008,H,0.861111111,1.916666667,L,D,L,W,W,D,-0.472222222,1,-0.166666667,15
Chelsea,Man United,26-04-2008,2,1,H,2008,A,2.166666667,2.25,W,D,W,D,W,D,1,1.5,0.055555556,1
Man City,Fulham,26-04-2008,2,3,NH,2008,D,1.527777778,0.75,W,W,L,L,W,L,0.027777778,-0.722222222,0.083333333,-4
Sunderland,Middlesbrough,26-04-2008,3,2,H,2008,H,1,1,L,L,W,L,D,D,-0.583333333,-0.5,0.111111111,6
Tottenham,Bolton,26-04-2008,1,1,NH,2008,A,1.166666667,0.888888889,D,D,D,W,W,L,0.166666667,-0.555555556,-0.027777778,-2
West Ham,Newcastle,26-04-2008,2,2,NH,2008,D,1.305555556,1.166666667,W,L,L,W,D,W,-0.138888889,-0.444444444,-0.25,2
Wigan,Reading,26-04-2008,0,0,NH,2008,H,1,0.888888889,D,D,W,L,L,L,-0.472222222,-0.777777778,0.027777778,10
Everton,Aston Villa,27-04-2008,2,2,NH,2008,H,1.694444444,1.611111111,L,D,W,W,W,W,0.583333333,0.611111111,-0.111111111,-5
Portsmouth,Blackburn,27-04-2008,0,1,NH,2008,D,1.583333333,1.444444444,L,D,W,D,L,D,0.333333333,0.055555556,0.027777778,-1
Derby,Arsenal,28-04-2008,2,6,NH,2008,H,0.305555556,2.055555556,L,L,L,W,L,D,-1.638888889,1.027777778,-0.166666667,14
Aston Villa,Wigan,03-05-2008,0,2,NH,2008,H,1.594594595,1,D,W,W,D,D,D,0.594594595,-0.459459459,0.108108108,-7
Blackburn,Derby,03-05-2008,3,1,H,2008,H,1.486486486,0.297297297,W,D,L,L,L,L,0.081081081,-1.702702703,0.135135135,-8
Bolton,Sunderland,03-05-2008,2,0,H,2008,A,0.891891892,1.054054054,D,W,W,W,L,L,-0.540540541,-0.540540541,-0.054054054,-11
Fulham,Birmingham,03-05-2008,2,0,H,2008,H,0.810810811,0.864864865,W,L,W,D,L,D,-0.675675676,-0.459459459,0.054054054,0
Man United,West Ham,03-05-2008,4,1,H,2008,H,2.189189189,1.297297297,L,D,W,D,W,L,1.432432432,-0.135135135,0.108108108,-14
Middlesbrough,Portsmouth,03-05-2008,2,0,H,2008,H,0.972972973,1.540540541,L,L,D,L,L,D,-0.513513514,0.297297297,-0.135135135,3
Reading,Tottenham,03-05-2008,0,1,NH,2008,D,0.891891892,1.162162162,D,L,L,D,D,D,-0.756756757,0.162162162,-0.054054054,3
Arsenal,Everton,04-05-2008,1,0,H,2008,H,2.081081081,1.675675676,W,W,L,D,L,D,1.108108108,0.567567568,0.135135135,-2
Liverpool,Man City,04-05-2008,1,0,H,2008,H,1.891891892,1.486486486,D,W,W,L,W,W,0.972972973,0,0.135135135,-11
Newcastle,Chelsea,05-05-2008,0,2,NH,2008,D,1.162162162,2.189189189,D,W,D,W,W,D,-0.432432432,1,-0.054054054,11
Birmingham,Blackburn,11-05-2008,4,1,H,2008,A,0.842105263,1.526315789,L,D,L,W,W,D,-0.5,0.131578947,-0.157894737,8
Chelsea,Bolton,11-05-2008,1,1,NH,2008,D,2.210526316,0.947368421,W,W,W,W,D,W,1.026315789,-0.473684211,0.078947368,-5
Derby,Reading,11-05-2008,0,4,NH,2008,D,0.289473684,0.868421053,L,L,L,L,D,L,-1.710526316,-0.763157895,-0.026315789,10
Everton,Newcastle,11-05-2008,3,1,H,2008,D,1.631578947,1.131578947,L,D,L,L,D,W,0.526315789,-0.473684211,-0.078947368,-7
Middlesbrough,Man City,11-05-2008,8,1,H,2008,H,1.026315789,1.447368421,W,L,L,L,L,W,-0.447368421,-0.026315789,-0.026315789,-2
Portsmouth,Fulham,11-05-2008,0,1,NH,2008,A,1.5,0.868421053,L,L,L,W,W,L,0.236842105,-0.605263158,-0.131578947,-9
Sunderland,Arsenal,11-05-2008,0,1,NH,2008,H,1.026315789,2.105263158,L,W,L,W,W,W,-0.578947368,1.105263158,-0.105263158,14
Tottenham,Liverpool,11-05-2008,0,2,NH,2008,H,1.210526316,1.921052632,W,D,D,W,D,W,0.184210526,0.973684211,-0.105263158,2
West Ham,Aston Villa,11-05-2008,2,2,NH,2008,H,1.263157895,1.552631579,L,D,W,L,D,W,-0.210526316,0.526315789,-0.157894737,4
Wigan,Man United,11-05-2008,0,2,NH,2008,H,1.052631579,2.210526316,W,D,D,W,L,D,-0.394736842,1.473684211,0.026315789,17
Arsenal,West Brom,16-08-2008,1,0,H,2008,H,0,0,W,W,W,W,W,W,0,0,0,-15
Bolton,Stoke,16-08-2008,3,1,H,2008,H,0,0,W,W,W,W,W,W,0,0,0,-2
Everton,Blackburn,16-08-2008,2,3,NH,2008,A,0,0,W,W,W,W,W,W,0,0,0,-2
Hull,Fulham,16-08-2008,2,1,H,2008,D,0,0,W,W,W,W,W,W,0,0,0,1
Middlesbrough,Tottenham,16-08-2008,2,1,H,2008,H,0,0,W,W,W,W,W,W,0,0,0,2
Sunderland,Liverpool,16-08-2008,0,1,NH,2008,D,0,0,W,W,W,W,W,W,0,0,0,11
West Ham,Wigan,16-08-2008,2,1,H,2008,H,0,0,W,W,W,W,W,W,0,0,0,-4
Aston Villa,Man City,17-08-2008,4,2,H,2008,H,0,0,W,W,W,W,W,W,0,0,0,-3
Chelsea,Portsmouth,17-08-2008,4,0,H,2008,H,0,0,W,W,W,W,W,W,0,0,0,-6
Man United,Newcastle,17-08-2008,1,1,NH,2008,H,0,0,W,W,W,W,W,W,0,0,0,-11
Blackburn,Hull,23-08-2008,1,1,NH,2008,H,1.5,1.5,W,W,W,W,W,W,0.5,0.5,0,-11
Fulham,Arsenal,23-08-2008,1,0,H,2008,H,0,1.5,L,W,W,W,W,W,-0.5,0.5,-1.5,14
Liverpool,Middlesbrough,23-08-2008,2,1,H,2008,D,1.5,1.5,W,W,W,W,W,W,0.5,0.5,0,-9
Newcastle,Bolton,23-08-2008,1,0,H,2008,D,0.5,1.5,D,W,W,W,W,W,0,1,-1,-4
Stoke,Aston Villa,23-08-2008,3,2,H,2008,H,0,1.5,L,W,W,W,W,W,-1,1,-1.5,12
Tottenham,Sunderland,23-08-2008,1,2,NH,2008,H,0,0,L,W,W,L,W,W,-0.5,-0.5,0,-4
West Brom,Everton,23-08-2008,1,2,NH,2008,H,0,0,L,W,W,L,W,W,-0.5,-0.5,0,13
Man City,West Ham,24-08-2008,3,0,H,2008,A,0,1.5,L,W,W,W,W,W,-1,0.5,-1.5,-1
Wigan,Chelsea,24-08-2008,0,1,NH,2008,A,0,1.5,L,W,W,W,W,W,-0.5,2,-1.5,12
Portsmouth,Man United,25-08-2008,0,1,NH,2008,H,0,0.5,L,W,W,D,W,W,-2,0,-0.5,7
Arsenal,Newcastle,30-08-2008,3,0,H,2008,D,1,1.333333333,L,W,W,W,D,W,0,0.333333333,-0.333333333,-9
Bolton,West Brom,30-08-2008,0,0,NH,2008,D,1,0,L,W,W,L,L,W,0.333333333,-0.666666667,1,-2
Everton,Portsmouth,30-08-2008,0,3,NH,2008,H,1,0,W,L,W,L,L,W,0,-1.666666667,1,-3
Hull,Wigan,30-08-2008,0,5,NH,2008,A,1.333333333,0,D,W,W,L,L,W,0.333333333,-0.666666667,1.333333333,4
Middlesbrough,Stoke,30-08-2008,2,1,H,2008,A,1,1,L,W,W,W,L,W,0,-0.333333333,0,-5
West Ham,Blackburn,30-08-2008,4,1,H,2008,H,1,1.333333333,L,W,W,D,W,W,-0.666666667,0.333333333,-0.333333333,3
Aston Villa,Liverpool,31-08-2008,0,0,NH,2008,D,1,2,L,W,W,W,W,W,0.333333333,0.666666667,-1,2
Chelsea,Tottenham,31-08-2008,1,1,NH,2008,D,2,0,W,W,W,L,L,W,1.666666667,-0.666666667,2,-9
Sunderland,Man City,31-08-2008,0,3,NH,2008,D,1,1,W,L,W,W,L,W,0,0.333333333,0,6
Blackburn,Arsenal,13-09-2008,0,4,NH,2008,A,1.333333333,1,D,W,W,L,W,W,0.333333333,0,0.333333333,4
Fulham,Bolton,13-09-2008,2,1,H,2008,H,1.5,1,W,W,L,D,L,W,0.25,0.25,0.5,1
Liverpool,Man United,13-09-2008,2,1,H,2008,D,1.75,1,D,W,W,L,W,D,0.5,0,0.75,3
Man City,Chelsea,13-09-2008,1,3,NH,2008,H,1.5,1.75,W,W,L,D,W,W,1,1.25,-0.25,7
Newcastle,Hull,13-09-2008,1,2,NH,2008,D,1,1,L,W,D,L,D,W,-0.5,-1,0,-6
