HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,Year,FTR1,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Newcastle,Middlesboro,04-11-2002,2,0,H,2002,D,1.583333333,1.5,W,W,L,D,L,W,0.25,0.583333333,0.166666667,-8
Arsenal,Newcastle,09-11-2002,1,0,H,2002,D,1.916666667,1.583333333,L,L,W,W,W,L,1.083333333,0.25,-0.25,-3
Aston Villa,Fulham,09-11-2002,3,1,H,2002,H,0.923076923,1.153846154,D,D,L,L,L,L,-0.307692308,0.076923077,-0.076923077,-5
Bolton,West Brom,09-11-2002,1,1,NH,2002,A,0.692307692,0.769230769,D,L,D,L,L,D,-0.769230769,-0.846153846,0.076923077,-2
Chelsea,Birmingham,09-11-2002,3,0,H,2002,H,1.538461538,1.153846154,D,W,W,W,L,D,0.615384615,-0.076923077,0,-12
Everton,Charlton,09-11-2002,1,0,H,2002,D,1.538461538,0.846153846,W,W,W,D,L,W,0,-0.538461538,0.615384615,1
Man City,Man United,09-11-2002,3,1,H,2002,H,1.076923077,1.692307692,W,W,L,W,D,D,-0.538461538,0.538461538,-0.384615385,15
Middlesboro,Liverpool,09-11-2002,1,0,H,2002,D,1.384615385,2.307692308,L,D,L,W,W,W,0.384615385,1.153846154,-0.615384615,10
Southampton,Blackburn,09-11-2002,1,1,NH,2002,H,1.230769231,1.461538462,L,W,W,D,W,W,0,0.384615385,0,1
Sunderland,Tottenham,10-11-2002,2,0,H,2002,D,0.769230769,1.538461538,D,D,L,D,L,W,-0.769230769,0.076923077,-0.153846154,8
West Ham,Leeds,10-11-2002,3,4,NH,2002,H,0.846153846,1.076923077,L,L,W,L,D,L,-0.692307692,0,0.307692308,2
Arsenal,Tottenham,16-11-2002,3,0,H,2002,H,2,1.538461538,W,L,L,D,L,W,1.076923077,0.076923077,0.153846154,-8
Chelsea,Middlesboro,16-11-2002,1,0,H,2002,H,1.642857143,1.5,W,D,W,W,L,D,0.785714286,0.428571429,0.214285714,-6
Man City,Charlton,16-11-2002,0,1,NH,2002,H,1.214285714,0.785714286,W,W,W,L,D,L,-0.357142857,-0.571428571,0.357142857,4
Newcastle,Southampton,16-11-2002,2,1,H,2002,A,1.571428571,1.214285714,W,L,W,D,L,W,0.214285714,0,-0.071428571,-7
West Brom,Aston Villa,16-11-2002,0,0,NH,2002,A,0.785714286,1.071428571,D,L,L,W,D,D,-0.785714286,-0.142857143,-0.285714286,10
Birmingham,Fulham,17-11-2002,0,0,NH,2002,A,1.071428571,1.071428571,L,W,L,L,L,L,-0.285714286,-0.071428571,0.428571429,5
Blackburn,Everton,17-11-2002,0,1,NH,2002,A,1.428571429,1.642857143,D,D,W,W,W,W,0.357142857,0.071428571,-0.285714286,-5
Leeds,Bolton,17-11-2002,2,4,NH,2002,H,1.214285714,0.857142857,W,L,D,W,D,L,0.071428571,-0.571428571,0,-11
Liverpool,Sunderland,17-11-2002,0,0,NH,2002,H,2.142857143,0.928571429,L,W,W,W,D,D,1,-0.571428571,0.5,-15
West Ham,Man United,17-11-2002,1,1,NH,2002,A,0.785714286,1.571428571,L,L,L,L,W,D,-0.714285714,0.357142857,-0.142857143,4
Aston Villa,West Ham,23-11-2002,4,1,H,2002,A,1.071428571,0.785714286,W,D,D,L,L,L,-0.142857143,-0.714285714,0,1
Bolton,Chelsea,23-11-2002,1,1,NH,2002,D,0.866666667,1.733333333,D,W,D,W,W,D,-0.533333333,0.8,-0.466666667,10
Everton,West Brom,23-11-2002,1,0,H,2002,A,1.733333333,0.8,W,W,W,D,D,L,0.133333333,-0.733333333,0.8,-3
Fulham,Liverpool,23-11-2002,3,2,H,2002,H,1.066666667,2.066666667,D,L,L,D,L,W,-0.066666667,0.933333333,-0.6,11
Man United,Newcastle,23-11-2002,5,3,H,2002,A,1.533333333,1.466666667,D,L,W,L,W,L,0.333333333,0.066666667,-0.2,-1
Middlesboro,Man City,23-11-2002,3,1,H,2002,D,1.4,1.133333333,L,W,L,L,W,W,0.333333333,-0.4,-0.333333333,-6
Southampton,Arsenal,23-11-2002,3,2,H,2002,A,1.133333333,2.133333333,L,D,L,W,W,W,-0.066666667,1.2,-0.133333333,10
Sunderland,Birmingham,23-11-2002,0,1,NH,2002,H,0.933333333,1.066666667,D,W,D,D,L,W,-0.533333333,-0.266666667,0.066666667,-1
Charlton,Blackburn,24-11-2002,3,1,H,2002,H,0.933333333,1.333333333,W,L,D,L,D,D,-0.466666667,0.266666667,-0.066666667,4
Tottenham,Leeds,24-11-2002,2,0,H,2002,H,1.333333333,1.133333333,L,L,D,L,W,L,-0.266666667,-0.066666667,0,4
Arsenal,Aston Villa,30-11-2002,3,1,H,2002,H,2.133333333,1.066666667,W,W,W,D,W,D,1.2,-0.133333333,0.2,-7
Birmingham,Tottenham,30-11-2002,1,1,NH,2002,D,1.1875,1.4375,W,D,L,W,L,L,-0.1875,-0.125,0.1875,9
Blackburn,Fulham,30-11-2002,2,1,H,2002,H,1.25,1.1875,L,L,D,W,D,L,0.125,0,0.0625,-3
Chelsea,Sunderland,30-11-2002,3,0,H,2002,A,1.6875,0.875,D,W,W,L,D,W,0.75,-0.5625,0.3125,-11
Man City,Bolton,30-11-2002,2,0,H,2002,H,1.0625,0.8125,L,L,W,L,D,W,-0.5,-0.625,0.25,2
West Brom,Middlesboro,30-11-2002,1,0,H,2002,H,0.75,1.5,L,D,D,W,L,W,-0.75,0.4375,-0.3125,6
Leeds,Charlton,01-12-2002,1,2,NH,2002,H,1.0625,1.0625,L,L,W,W,W,L,-0.1875,-0.3125,-0.1875,-9
Liverpool,Man United,01-12-2002,1,2,NH,2002,H,1.9375,1.625,L,D,L,W,D,L,0.8125,0.4375,-0.0625,-1
Newcastle,Everton,01-12-2002,2,1,H,2002,H,1.5625,1.8125,W,L,W,W,W,W,0.125,0.1875,-0.375,-11
West Ham,Southampton,02-12-2002,0,1,NH,2002,H,0.75,1.25,L,D,L,W,L,D,-0.8125,0,-0.375,-4
Aston Villa,Newcastle,07-12-2002,0,1,NH,2002,H,1.1875,1.5625,W,D,W,W,L,W,0.0625,0.125,0,4
Bolton,Blackburn,07-12-2002,1,1,NH,2002,D,0.823529412,1.352941176,D,L,D,W,L,L,-0.588235294,0.176470588,0.058823529,6
Charlton,Liverpool,07-12-2002,2,0,H,2002,D,1.176470588,1.823529412,W,W,W,L,L,D,-0.235294118,0.705882353,0.352941176,12
Everton,Chelsea,07-12-2002,1,3,NH,2002,H,1.705882353,1.764705882,L,W,W,W,D,W,0.117647059,0.882352941,0.058823529,9
Fulham,Leeds,07-12-2002,1,0,H,2002,H,1.117647059,1,L,W,D,L,L,L,-0.058823529,-0.235294118,0.058823529,8
Man United,Arsenal,07-12-2002,2,0,H,2002,H,1.705882353,2.058823529,W,W,D,W,L,W,0.470588235,1.117647059,-0.117647059,2
Middlesboro,West Ham,07-12-2002,2,2,NH,2002,H,1.411764706,0.705882353,L,W,L,L,L,D,0.352941176,-0.823529412,0.294117647,5
Southampton,Birmingham,07-12-2002,2,0,H,2002,D,1.352941176,1.176470588,W,W,L,D,W,D,0.058823529,-0.176470588,-0.058823529,-7
Tottenham,West Brom,08-12-2002,3,1,H,2002,H,1.411764706,0.882352941,D,W,L,W,L,D,-0.117647059,-0.647058824,0,-9
Sunderland,Man City,09-12-2002,0,3,NH,2002,A,0.823529412,1.176470588,L,L,D,W,L,L,-0.705882353,-0.352941176,-0.235294118,-1
Aston Villa,West Brom,14-12-2002,2,1,H,2002,D,1.117647059,0.882352941,L,W,D,W,L,D,-0.058823529,-0.647058824,0.176470588,-10
Charlton,Man City,14-12-2002,2,2,NH,2002,H,1.277777778,1.277777778,W,W,W,W,W,L,-0.111111111,-0.166666667,0.166666667,-4
Everton,Blackburn,14-12-2002,2,1,H,2002,D,1.611111111,1.333333333,L,L,W,D,W,L,0,0.166666667,0.222222222,5
Man United,West Ham,14-12-2002,3,0,H,2002,H,1.777777778,0.722222222,W,W,W,D,L,L,0.555555556,-0.777777778,0.444444444,-4
Middlesboro,Chelsea,14-12-2002,1,1,NH,2002,H,1.388888889,1.833333333,D,L,W,W,W,D,0.333333333,0.944444444,-0.333333333,6
Southampton,Newcastle,14-12-2002,1,1,NH,2002,H,1.444444444,1.611111111,W,W,W,D,W,W,0.166666667,0.166666667,0,7
Fulham,Birmingham,15-12-2002,0,1,NH,2002,H,1.222222222,1.111111111,W,L,W,L,D,W,0,-0.277777778,0.111111111,-5
Sunderland,Liverpool,15-12-2002,2,1,H,2002,H,0.777777778,1.722222222,L,L,L,L,L,L,-0.833333333,0.555555556,0.166666667,15
Tottenham,Arsenal,15-12-2002,1,1,NH,2002,A,1.5,1.944444444,W,D,W,L,W,L,0,0.944444444,-0.111111111,8
Bolton,Leeds,16-12-2002,0,3,NH,2002,D,0.777777778,0.944444444,L,D,L,L,L,L,-0.722222222,-0.277777778,0.111111111,11
Arsenal,Middlesboro,21-12-2002,2,0,H,2002,D,1.944444444,1.388888889,L,W,L,D,L,W,0.944444444,0.333333333,0.111111111,-11
Birmingham,Charlton,21-12-2002,1,1,NH,2002,H,1.210526316,1.263157895,W,L,D,D,W,W,-0.210526316,-0.105263158,-0.263157895,4
Chelsea,Aston Villa,21-12-2002,2,0,H,2002,H,1.789473684,1.157894737,D,W,W,W,L,L,0.894736842,-0.052631579,0.210526316,-2
Leeds,Southampton,21-12-2002,1,1,NH,2002,H,1.052631579,1.421052632,W,L,L,D,W,W,-0.105263158,0.157894737,-0.368421053,-6
Newcastle,Fulham,21-12-2002,2,0,H,2002,A,1.684210526,1.157894737,W,D,W,L,W,L,0.263157895,-0.052631579,0.157894737,-9
West Brom,Sunderland,21-12-2002,2,2,NH,2002,H,0.789473684,0.894736842,L,L,W,W,L,L,-0.736842105,-0.736842105,0,1
West Ham,Bolton,21-12-2002,1,1,NH,2002,H,0.684210526,0.789473684,L,D,L,D,L,D,-0.894736842,-0.684210526,-0.052631579,-9
Blackburn,Man United,22-12-2002,1,0,H,2002,H,1.263157895,1.842105263,L,D,W,W,W,W,0.105263158,0.684210526,-0.473684211,7
Liverpool,Everton,22-12-2002,0,0,NH,2002,H,1.631578947,1.684210526,L,L,L,W,L,L,0.473684211,0.052631579,-0.421052632,-13
Man City,Tottenham,23-12-2002,2,3,NH,2002,D,1.263157895,1.473684211,D,W,W,D,W,D,-0.157894737,0,-0.052631579,9
Birmingham,Everton,26-12-2002,1,1,NH,2002,H,1.210526316,1.684210526,W,L,D,W,L,L,-0.210526316,0.052631579,-0.052631579,3
Bolton,Newcastle,26-12-2002,4,3,H,2002,A,0.9,1.6,W,D,L,L,W,D,-0.6,0.2,-0.25,12
Chelsea,Southampton,26-12-2002,0,0,NH,2002,A,1.85,1.4,W,D,W,D,D,W,0.95,0.15,0,-5
Liverpool,Blackburn,26-12-2002,1,1,NH,2002,A,1.6,1.35,D,L,L,W,L,D,0.45,0.15,-0.3,-8
Man City,Aston Villa,26-12-2002,3,1,H,2002,D,1.2,1.1,L,D,W,L,W,L,-0.2,-0.15,0.05,10
Middlesboro,Man United,26-12-2002,3,1,H,2002,D,1.3,1.75,L,D,D,L,W,W,0.2,0.6,-0.35,9
Sunderland,Leeds,26-12-2002,1,2,NH,2002,H,0.9,1.05,D,W,L,D,W,L,-0.7,-0.1,0,12
Tottenham,Charlton,26-12-2002,2,2,NH,2002,H,1.55,1.25,W,D,W,D,D,W,0.05,-0.1,0,-5
West Brom,Arsenal,26-12-2002,1,2,NH,2002,H,0.8,1.95,D,L,L,W,D,L,-0.7,0.95,-0.15,17
West Ham,Fulham,26-12-2002,1,1,NH,2002,H,0.7,1.1,D,L,D,L,L,W,-0.85,-0.15,-0.2,-6
Aston Villa,Middlesboro,28-12-2002,1,0,H,2002,D,1.1,1.3,L,W,L,L,D,D,-0.15,0.2,0.05,-4
Blackburn,West Ham,28-12-2002,2,2,NH,2002,H,1.333333333,0.714285714,D,W,L,D,D,L,0.142857143,-0.80952381,0.238095238,3
Charlton,West Brom,28-12-2002,1,0,H,2002,A,1.238095238,0.761904762,D,D,D,L,D,L,-0.095238095,-0.714285714,0.238095238,-4
Everton,Bolton,28-12-2002,0,0,NH,2002,D,1.619047619,0.904761905,D,D,W,D,W,D,0.047619048,-0.571428571,-0.047619048,-1
Fulham,Man City,28-12-2002,0,1,NH,2002,D,1.095238095,1.285714286,D,L,L,W,L,D,-0.142857143,-0.095238095,-0.285714286,-5
Leeds,Chelsea,28-12-2002,2,0,H,2002,H,1.142857143,1.80952381,W,D,W,D,W,D,-0.047619048,0.904761905,-0.19047619,-1
Man United,Birmingham,28-12-2002,2,0,H,2002,H,1.666666667,1.19047619,L,L,W,D,D,W,0.476190476,-0.19047619,0.142857143,-15
Southampton,Sunderland,28-12-2002,2,1,H,2002,H,1.380952381,0.857142857,D,D,D,L,D,W,0.142857143,-0.714285714,0.238095238,-6
Arsenal,Liverpool,29-12-2002,1,1,NH,2002,D,2,1.571428571,W,W,D,D,D,L,0.952380952,0.428571429,0.380952381,-1
Newcastle,Tottenham,29-12-2002,2,1,H,2002,H,1.666666667,1.523809524,W,L,W,D,W,D,0.238095238,0.047619048,0.047619048,-5
Arsenal,Chelsea,01-01-2003,3,2,H,2003,D,2,1.80952381,W,W,D,D,W,D,0.952380952,0.904761905,-0.047619048,-5
Aston Villa,Bolton,01-01-2003,2,0,H,2003,A,1.136363636,0.863636364,W,L,L,L,D,W,-0.181818182,-0.636363636,0.045454545,-8
Blackburn,Middlesboro,01-01-2003,1,0,H,2003,H,1.318181818,1.318181818,D,D,W,L,W,L,0.136363636,0.227272727,0.045454545,-2
Everton,Man City,01-01-2003,2,2,NH,2003,H,1.590909091,1.363636364,D,D,D,W,W,L,0.045454545,-0.045454545,-0.181818182,-3
Leeds,Birmingham,01-01-2003,2,0,H,2003,H,1.227272727,1.136363636,W,W,D,L,D,D,0.045454545,-0.272727273,0.227272727,-13
Man United,Sunderland,01-01-2003,2,1,H,2003,H,1.727272727,0.818181818,W,L,L,L,L,D,0.545454545,-0.727272727,0.227272727,-14
Newcastle,Liverpool,01-01-2003,1,0,H,2003,D,1.727272727,1.545454545,W,W,L,D,D,D,0.272727273,0.409090909,0.318181818,2
Southampton,Tottenham,01-01-2003,1,0,H,2003,A,1.454545455,1.454545455,W,D,D,L,D,W,0.181818182,0,0.045454545,2
Bolton,Fulham,11-01-2003,0,0,NH,2003,A,0.863636364,1.045454545,L,D,W,L,D,L,-0.636363636,-0.181818182,0.045454545,3
Chelsea,Charlton,11-01-2003,4,1,H,2003,D,1.727272727,1.318181818,L,D,W,W,D,D,0.772727273,-0.045454545,-0.045454545,-8
Liverpool,Aston Villa,11-01-2003,1,1,NH,2003,A,1.545454545,1.136363636,D,D,D,W,L,L,0.409090909,-0.181818182,-0.136363636,-6
Man City,Leeds,11-01-2003,2,1,H,2003,H,1.347826087,1.304347826,D,W,W,W,W,W,-0.043478261,0.130434783,-0.217391304,13
Middlesboro,Southampton,11-01-2003,2,2,NH,2003,H,1.260869565,1.52173913,L,L,W,W,W,D,0.173913043,0.217391304,-0.217391304,1
Sunderland,Blackburn,11-01-2003,0,0,NH,2003,D,0.782608696,1.391304348,L,L,L,W,D,D,-0.739130435,0.173913043,-0.173913043,7
West Brom,Man United,11-01-2003,1,3,NH,2003,A,0.695652174,1.782608696,L,L,L,W,W,L,-0.782608696,0.565217391,-0.347826087,15
West Ham,Newcastle,11-01-2003,2,2,NH,2003,H,0.739130435,1.695652174,D,D,D,D,W,W,-0.739130435,0.260869565,-0.260869565,3
Birmingham,Arsenal,12-01-2003,0,4,NH,2003,H,1.086956522,2,L,L,D,W,D,W,-0.347826087,0.913043478,-0.260869565,17
Tottenham,Everton,12-01-2003,4,3,H,2003,A,1.391304348,1.565217391,L,L,D,D,D,D,-0.043478261,0.043478261,-0.086956522,-6
Aston Villa,Tottenham,18-01-2003,0,1,NH,2003,D,1.217391304,1.391304348,W,W,L,L,L,D,-0.086956522,-0.043478261,0.173913043,-1
Blackburn,Birmingham,18-01-2003,1,1,NH,2003,A,1.391304348,1.086956522,W,D,D,L,L,D,0.173913043,-0.347826087,0.130434783,-8
Charlton,Bolton,18-01-2003,1,1,NH,2003,D,1.260869565,0.869565217,L,W,D,D,L,D,-0.173913043,-0.608695652,0,-2
Everton,Sunderland,18-01-2003,2,1,H,2003,D,1.5,0.791666667,L,D,D,D,L,L,0,-0.708333333,0.083333333,-2
Leeds,West Brom,18-01-2003,0,0,NH,2003,H,1.25,0.708333333,L,W,W,D,L,L,0.083333333,-0.75,0.333333333,-13
Man United,Chelsea,18-01-2003,2,1,H,2003,D,1.833333333,1.708333333,W,W,W,W,L,L,0.625,0.791666667,0.083333333,-3
Newcastle,Man City,18-01-2003,2,0,H,2003,D,1.75,1.416666667,W,D,W,W,D,W,0.333333333,0,0,-14
Southampton,Liverpool,18-01-2003,0,1,NH,2003,D,1.5,1.458333333,D,W,W,D,L,D,0.208333333,0.333333333,0.208333333,9
Arsenal,West Ham,19-01-2003,3,1,H,2003,A,2.041666667,0.708333333,W,W,D,L,D,D,1.041666667,-0.791666667,0.375,-6
Fulham,Middlesboro,19-01-2003,1,0,H,2003,H,1.125,1.25,W,D,L,D,L,L,-0.125,0.166666667,0.041666667,1
Charlton,West Ham,22-01-2003,4,2,H,2003,H,1.25,0.708333333,D,L,W,L,D,D,-0.166666667,-0.791666667,0.083333333,7
Newcastle,Bolton,22-01-2003,1,0,H,2003,H,1.75,0.875,W,D,W,D,D,L,0.333333333,-0.583333333,0.166666667,-12
Bolton,Everton,28-01-2003,1,2,NH,2003,D,0.875,1.5,D,D,L,L,D,D,-0.583333333,0,0.083333333,1
Chelsea,Leeds,28-01-2003,3,2,H,2003,H,1.64,1.24,L,W,L,D,L,W,0.72,0.08,-0.24,1
Middlesboro,Aston Villa,28-01-2003,2,5,NH,2003,D,1.2,1.16,L,D,L,L,D,W,0.12,-0.12,-0.12,4
Sunderland,Southampton,28-01-2003,0,1,NH,2003,H,0.76,1.44,L,D,L,L,D,W,-0.72,0.16,-0.28,6
Liverpool,Arsenal,29-01-2003,2,2,NH,2003,A,1.52,2.08,W,D,L,W,W,W,0.36,1.08,-0.28,1
Man City,Fulham,29-01-2003,4,1,H,2003,D,1.36,1.08,L,W,D,L,W,D,-0.08,-0.24,0.2,5
Tottenham,Newcastle,29-01-2003,0,1,NH,2003,A,1.52,1.8,W,W,L,W,W,D,0.04,0.36,-0.24,5
West Brom,Charlton,29-01-2003,0,1,NH,2003,A,0.68,1.32,L,D,L,W,D,L,-0.76,-0.08,-0.28,4
West Ham,Blackburn,29-01-2003,2,1,H,2003,H,0.68,1.36,L,L,D,D,D,W,-0.84,0.16,-0.16,-3
Arsenal,Fulham,01-02-2003,2,1,H,2003,A,2.08,1.08,W,W,W,L,W,D,1.08,-0.24,0.32,-12
Bolton,Birmingham,01-02-2003,4,2,H,2003,H,0.84,1.04,L,D,D,D,L,L,-0.6,-0.48,0.04,-2
Chelsea,Tottenham,01-02-2003,1,1,NH,2003,H,1.692307692,1.461538462,W,L,W,L,W,W,0.730769231,0,0,-3
Everton,Leeds,01-02-2003,2,0,H,2003,H,1.615384615,1.192307692,W,W,L,L,D,L,0.076923077,0.038461538,0.038461538,10
Man City,West Brom,01-02-2003,1,2,NH,2003,D,1.423076923,0.769230769,W,L,W,W,L,D,0.038461538,-0.692307692,0.230769231,0
Southampton,Man United,01-02-2003,0,2,NH,2003,D,1.5,1.923076923,W,L,D,W,W,W,0.192307692,0.692307692,-0.192307692,8
Sunderland,Charlton,01-02-2003,1,3,NH,2003,D,0.730769231,1.384615385,L,L,D,W,W,D,-0.730769231,-0.038461538,-0.346153846,3
Aston Villa,Blackburn,02-02-2003,3,0,H,2003,H,1.230769231,1.307692308,W,L,D,L,D,D,0,0.115384615,0.153846154,-2
West Ham,Liverpool,02-02-2003,0,3,NH,2003,D,0.769230769,1.5,W,L,L,D,W,D,-0.769230769,0.346153846,-0.038461538,5
Birmingham,Man United,04-02-2003,0,1,NH,2003,D,1,1.923076923,L,D,L,W,W,W,-0.538461538,0.692307692,-0.538461538,15
Birmingham,Chelsea,08-02-2003,1,3,NH,2003,H,1,1.692307692,L,D,L,W,L,W,-0.538461538,0.730769231,-0.192307692,12
Blackburn,Southampton,08-02-2003,1,0,H,2003,D,1.307692308,1.5,L,D,D,W,L,D,0.115384615,0.192307692,-0.153846154,-1
Charlton,Everton,08-02-2003,2,1,H,2003,A,1.444444444,1.666666667,W,W,W,W,W,W,0.037037037,0.148148148,0,-1
Fulham,Aston Villa,08-02-2003,2,1,H,2003,H,1.111111111,1.296296296,W,L,L,W,W,L,-0.222222222,0.111111111,-0.111111111,5
Leeds,West Ham,08-02-2003,1,0,H,2003,D,1.148148148,0.740740741,L,L,D,L,W,L,-0.037037037,-0.851851852,0,-2
Liverpool,Middlesboro,08-02-2003,1,1,NH,2003,H,1.555555556,1.148148148,W,D,W,D,L,L,0.444444444,0,0.222222222,-10
Tottenham,Sunderland,08-02-2003,4,1,H,2003,D,1.444444444,0.703703704,D,L,W,L,L,L,0,-0.777777778,0.222222222,-8
West Brom,Bolton,08-02-2003,1,1,NH,2003,A,0.777777778,0.888888889,D,W,L,W,L,L,-0.666666667,-0.518518519,0,2
Man United,Man City,09-02-2003,1,1,NH,2003,D,1.962962963,1.37037037,W,W,W,L,W,L,0.703703704,0,0.296296296,-15
Newcastle,Arsenal,09-02-2003,1,1,NH,2003,H,1.814814815,2.074074074,D,W,W,W,D,W,0.37037037,1.037037037,-0.074074074,3
Fulham,West Brom,19-02-2003,3,0,H,2003,H,1.111111111,0.777777778,W,L,L,D,W,L,-0.222222222,-0.666666667,0.074074074,-5
Bolton,Man United,22-02-2003,1,1,NH,2003,H,0.888888889,1.962962963,W,L,L,W,W,W,-0.518518519,0.703703704,-0.37037037,13
Charlton,Aston Villa,22-02-2003,3,0,H,2003,A,1.5,1.25,W,W,W,L,W,W,0.071428571,0.071428571,0.214285714,6
Chelsea,Blackburn,22-02-2003,1,2,NH,2003,A,1.714285714,1.321428571,W,D,W,W,L,L,0.75,0.035714286,0.178571429,-4
Everton,Southampton,22-02-2003,2,1,H,2003,A,1.607142857,1.392857143,L,W,W,L,L,W,0.107142857,0.071428571,0.178571429,4
Leeds,Newcastle,22-02-2003,0,3,NH,2003,H,1.214285714,1.857142857,W,L,L,W,D,W,0,0.464285714,-0.321428571,1
Man City,Arsenal,22-02-2003,1,5,NH,2003,H,1.357142857,2.035714286,D,L,W,D,W,D,0,1,-0.142857143,17
Sunderland,Middlesboro,22-02-2003,1,3,NH,2003,D,0.678571429,1.214285714,L,L,L,W,D,L,-0.857142857,0.071428571,-0.142857143,5
Birmingham,Liverpool,23-02-2003,2,1,H,2003,H,0.928571429,1.535714286,L,L,L,D,W,D,-0.607142857,0.428571429,-0.285714286,16
West Brom,West Ham,23-02-2003,1,2,NH,2003,D,0.75,0.714285714,L,D,W,L,L,W,-0.75,-0.857142857,0.071428571,11
Tottenham,Fulham,24-02-2003,1,1,NH,2003,D,1.5,1.178571429,W,D,L,W,W,L,0.107142857,-0.107142857,0.035714286,-4
Blackburn,Man City,01-03-2003,1,0,H,2003,H,1.321428571,1.357142857,W,L,L,D,L,W,0.035714286,0,-0.071428571,-8
Fulham,Sunderland,01-03-2003,1,0,H,2003,A,1.172413793,0.655172414,D,W,W,L,L,L,-0.103448276,-0.896551724,0.24137931,-4
Middlesboro,Everton,01-03-2003,1,1,NH,2003,D,1.206896552,1.655172414,D,W,D,W,L,W,0.068965517,0.137931034,-0.24137931,-3
Newcastle,Chelsea,01-03-2003,2,1,H,2003,H,1.896551724,1.655172414,W,W,D,L,W,D,0.482758621,0.689655172,0.206896552,-2
Southampton,West Brom,01-03-2003,1,0,H,2003,D,1.344827586,0.724137931,L,L,L,L,L,D,0.034482759,-0.75862069,-0.034482759,-7
West Ham,Tottenham,01-03-2003,2,0,H,2003,A,0.793103448,1.482758621,W,L,L,D,W,D,-0.793103448,0.103448276,-0.068965517,-2
Arsenal,Charlton,02-03-2003,2,0,H,2003,H,2.068965517,1.551724138,W,D,W,W,W,W,1.103448276,0.172413793,-0.137931034,-13
Aston Villa,Birmingham,03-03-2003,0,2,NH,2003,D,1.206896552,1,L,L,W,W,L,L,-0.034482759,-0.551724138,0.068965517,-10
Man United,Leeds,05-03-2003,2,1,H,2003,A,1.896551724,1.172413793,D,D,W,L,W,L,0.655172414,-0.103448276,0.24137931,-2
Middlesboro,Newcastle,05-03-2003,1,0,H,2003,A,1.206896552,1.896551724,D,W,D,W,W,D,0.068965517,0.482758621,-0.275862069,8
Liverpool,Bolton,08-03-2003,2,0,H,2003,H,1.482758621,0.896551724,L,D,W,D,D,W,0.379310345,-0.482758621,0.103448276,-14
Aston Villa,Man United,15-03-2003,0,1,NH,2003,A,1.166666667,1.933333333,L,L,L,W,D,D,-0.1,0.666666667,-0.166666667,5
Blackburn,Arsenal,15-03-2003,2,0,H,2003,H,1.433333333,2.1,W,W,W,W,W,D,0.1,1.133333333,-0.066666667,9
Charlton,Newcastle,15-03-2003,0,2,NH,2003,H,1.5,1.833333333,L,W,W,L,W,W,0.1,0.433333333,0.066666667,10
Everton,West Ham,15-03-2003,0,0,NH,2003,A,1.633333333,0.866666667,D,W,L,W,W,L,0.133333333,-0.7,0.033333333,8
Fulham,Southampton,15-03-2003,2,2,NH,2003,D,1.233333333,1.4,W,D,W,W,L,L,-0.066666667,0.066666667,0.133333333,2
Leeds,Middlesboro,15-03-2003,2,3,NH,2003,D,1.133333333,1.266666667,L,L,W,W,D,W,-0.133333333,0.1,-0.166666667,-7
Sunderland,Bolton,15-03-2003,0,2,NH,2003,H,0.633333333,0.866666667,L,L,L,L,D,D,-0.9,-0.533333333,-0.166666667,1
Man City,Birmingham,16-03-2003,1,0,H,2003,D,1.266666667,1.066666667,L,L,D,W,W,L,-0.166666667,-0.466666667,-0.066666667,0
Tottenham,Liverpool,16-03-2003,2,3,NH,2003,H,1.433333333,1.533333333,L,D,W,W,L,D,0.033333333,0.433333333,-0.1,7
West Brom,Chelsea,16-03-2003,0,2,NH,2003,H,0.7,1.6,L,L,L,L,L,W,-0.766666667,0.633333333,-0.1,12
Birmingham,West Brom,22-03-2003,1,0,H,2003,H,1.032258065,0.677419355,L,W,W,L,L,L,-0.483870968,-0.806451613,0.161290323,0
Chelsea,Man City,22-03-2003,5,0,H,2003,A,1.64516129,1.322580645,W,L,L,W,L,L,0.677419355,-0.129032258,0.096774194,-12
Man United,Fulham,22-03-2003,3,0,H,2003,A,1.967741935,1.225806452,W,W,D,D,W,D,0.677419355,-0.064516129,0,-10
Middlesboro,Charlton,22-03-2003,1,1,NH,2003,A,1.322580645,1.451612903,W,W,D,L,L,W,0.129032258,0.032258065,0.064516129,-2
Newcastle,Blackburn,22-03-2003,5,1,H,2003,H,1.870967742,1.483870968,W,L,W,W,W,W,0.483870968,0.161290323,-0.064516129,-6
Southampton,Aston Villa,22-03-2003,2,2,NH,2003,A,1.387096774,1.129032258,D,W,L,L,L,L,0.064516129,-0.129032258,0.032258065,3
West Ham,Sunderland,22-03-2003,2,0,H,2003,H,0.870967742,0.612903226,D,W,W,L,L,L,-0.677419355,-0.935483871,0.225806452,-10
Arsenal,Everton,23-03-2003,2,1,H,2003,D,2.032258065,1.612903226,L,W,W,D,D,W,1.032258065,0.129032258,0.064516129,-14
Liverpool,Leeds,23-03-2003,3,1,H,2003,A,1.580645161,1.096774194,W,W,L,L,L,L,0.451612903,-0.161290323,0.225806452,-3
Bolton,Tottenham,24-03-2003,1,0,H,2003,H,0.935483871,1.387096774,W,L,D,L,L,D,-0.451612903,0,0.096774194,7
